Old Property File,Latest Property File,Key,Old Value,Latest Value
resident-default.properties,resident-default.properties,resident.ui.propertyKeys,"mosip.mandatory-languages,mosip.optional-languages,mosip.utc-datetime-pattern,mosip.iam.adapter.clientid,resident.datetime.pattern,mosip.resident.api.id.otp.request,mosip.resident.api.id.auth,mosip.resident.api.version.otp.request,mosip.resident.api.version.auth,mosip-prereg-host,mosip-prereg-ui-url,auth.types.allowed,resident.template.tnc.order-a-physical-card,resident.template.tnc.share-cred-with-partner,resident.template.tnc.update-demo,resident.view.history.serviceType.filters,resident.view.history.status.filters,resident.auth-type.default.unlock.duration.seconds,mosip.resident.grievance.url,mosip.api.public.host,mosip.resident.captcha.sitekey,mosip.resident.captcha.secretkey,mosip.webui.auto.logout.idle,mosip.webui.auto.logout.ping,mosip.webui.auto.logout.timeout,mosip.resident.download.registration.centre.file.name.convention,mosip.resident.download.supporting.document.file.name.convention,mosip.resident.download.personalized.card.naming.convention,mosip.resident.ack.manage_my_vid.name.convention,mosip.resident.ack.secure_my_id.name.convention,mosip.resident.ack.personalised_card.name.convention,mosip.resident.ack.update_my_data.name.convention,mosip.resident.ack.share_credential.name.convention,mosip.resident.ack.order_physical_card.name.convention,mosip.resident.ack.name.convention,mosip.resident.uin.card.name.convention,mosip.resident.vid.card.name.convention,mosip.resident.download.service.history.file.name.convention,mosip.resident.download.nearest.registration.centre.file.name.convention,auth.internal.id,auth.internal.version,mosip.registration.processor.print.id,mosip.registration.processor.application.version,vid.create.id,mosip.resident.create.vid.version,resident.vid.version,resident.vid.version.new,resident.revokevid.version,resident.revokevid.version.new,resident.vid.id,resident.vid.id.generate,resident.vid.policy.id,resident.vid.get.id,auth.type.status.id,resident.authlock.id,resident.checkstatus.id,resident.checkstatus.version,resident.euin.id,resident.printuin.id,resident.uin.id,resident.rid.id,resident.updateuin.id,resident.authunlock.id,resident.authhistory.id,resident.authLockStatusUpdateV2.id,resident.authLockStatusUpdateV2.version,resident.service.history.id,resident.service.history.version,resident.document.upload.id,resident.document.get.id,resident.document.get.version,resident.document.list.id,resident.document.list.version,resident.service.pin.status.id,resident.service.pin.status.version,resident.service.unpin.status.id,resident.service.unpin.status.version,resident.document.delete.id,resident.document.delete.version,resident.contact.details.update.id,resident.contact.details.send.otp.id,mosip.resident.service.status.check.id,mosip.resident.service.status.check.version,resident.service.unreadnotificationlist.id,resident.service.event.id,resident.service.event.version,resident.identity.info.id,resident.identity.info.version,resident.share.credential.id,resident.share.credential.version,mosip.resident.request.response.version,vid.revoke.id,resident.revokevid.id,mosip.resident.revokevid.id,mosip.resident.grievance.ticket.request.id,mosip.resident.grievance.ticket.request.version,resident.channel.verification.status.id,resident.channel.verification.status.version,resident.event.ack.download.id,resident.event.ack.download.version,resident.download.card.eventid.id ,resident.download.card.eventid.version,mosip.resident.request.vid.card.id,mosip.resident.request.vid.card.version,mosip.credential.request.service.id,mosip.credential.request.service.version,mosip.resident.checkstatus.individualid.id,mosip.resident.checkstatus.individualid.version,mosip.resident.download.personalized.card.id,mosip.resident.transliteration.transliterate.id,resident.ui.properties.id,resident.ui.properties.version,resident.nearby.centers.distance.meters,resident.ui.notification.update.interval.seconds,mosip.kernel.otp.expiry-time,resident.grievance-redressal.alt-email.chars.limit,resident.grievance-redressal.alt-phone.chars.limit,resident.grievance-redressal.comments.chars.limit,resident.share-credential.purpose.chars.limit,mosip.resident.eventid.searchtext.length,mosip.kernel.uin.length,mosip.kernel.vid.length,mosip.kernel.rid.length,mosip.resident.eid.length,mosip.kernel.otp.default-length,resident.message.allowed.special.char.regex,resident.purpose.allowed.special.char.regex,resident.id.allowed.special.char.regex,resident.version.new,mosip.resident.identity.auth.internal.id","mosip.mandatory-languages,mosip.optional-languages,mosip.utc-datetime-pattern,mosip.iam.adapter.clientid,resident.datetime.pattern,mosip.resident.api.id.otp.request,mosip.resident.api.id.auth,mosip.resident.api.version.otp.request,mosip.resident.api.version.auth,mosip-prereg-host,mosip-prereg-ui-url,auth.types.allowed,resident.view.history.serviceType.filters,resident.view.history.status.filters,resident.auth-type.default.unlock.duration.seconds,mosip.resident.grievance.url,mosip.api.public.host,mosip.resident.captcha.sitekey,mosip.resident.captcha.secretkey,mosip.webui.auto.logout.idle,mosip.webui.auto.logout.ping,mosip.webui.auto.logout.timeout,mosip.resident.download.registration.centre.file.name.convention,mosip.resident.download.supporting.document.file.name.convention,mosip.resident.download.personalized.card.naming.convention,mosip.resident.ack.manage_my_vid.name.convention,mosip.resident.ack.secure_my_id.name.convention,mosip.resident.ack.personalised_card.name.convention,mosip.resident.ack.update_my_data.name.convention,mosip.resident.ack.share_credential.name.convention,mosip.resident.ack.order_physical_card.name.convention,mosip.resident.ack.name.convention,mosip.resident.uin.card.name.convention,mosip.resident.vid.card.name.convention,mosip.resident.download.service.history.file.name.convention,mosip.resident.download.nearest.registration.centre.file.name.convention,auth.internal.id,auth.internal.version,mosip.registration.processor.print.id,mosip.registration.processor.application.version,vid.create.id,mosip.resident.create.vid.version,resident.vid.version,resident.vid.version.new,resident.revokevid.version,resident.revokevid.version.new,resident.vid.id,resident.vid.id.generate,resident.vid.policy.id,resident.vid.get.id,auth.type.status.id,resident.authlock.id,resident.checkstatus.id,resident.checkstatus.version,resident.euin.id,resident.printuin.id,resident.uin.id,resident.rid.id,resident.updateuin.id,resident.authunlock.id,resident.authhistory.id,resident.authLockStatusUpdateV2.id,resident.authLockStatusUpdateV2.version,resident.service.history.id,resident.service.history.version,resident.document.upload.id,resident.document.get.id,resident.document.get.version,resident.document.list.id,resident.document.list.version,resident.service.pin.status.id,resident.service.pin.status.version,resident.service.unpin.status.id,resident.service.unpin.status.version,resident.document.delete.id,resident.document.delete.version,resident.contact.details.update.id,resident.contact.details.send.otp.id,mosip.resident.service.status.check.id,mosip.resident.service.status.check.version,resident.service.unreadnotificationlist.id,resident.service.event.id,resident.service.event.version,resident.identity.info.id,resident.identity.info.version,resident.share.credential.id,resident.share.credential.version,mosip.resident.request.response.version,vid.revoke.id,resident.revokevid.id,mosip.resident.revokevid.id,mosip.resident.grievance.ticket.request.id,mosip.resident.grievance.ticket.request.version,resident.channel.verification.status.id,resident.channel.verification.status.version,resident.event.ack.download.id,resident.event.ack.download.version,resident.download.card.eventid.id ,resident.download.card.eventid.version,mosip.resident.request.vid.card.id,mosip.resident.request.vid.card.version,mosip.credential.request.service.id,mosip.credential.request.service.version,mosip.resident.checkstatus.individualid.id,mosip.resident.checkstatus.individualid.version,mosip.resident.download.personalized.card.id,mosip.resident.transliteration.transliterate.id,resident.ui.properties.id,resident.ui.properties.version,resident.nearby.centers.distance.meters,resident.ui.notification.update.interval.seconds,mosip.kernel.otp.expiry-time,resident.grievance-redressal.alt-email.chars.limit,resident.grievance-redressal.alt-phone.chars.limit,resident.grievance-redressal.comments.chars.limit,resident.share-credential.purpose.chars.limit,mosip.resident.eventid.searchtext.length,mosip.kernel.uin.length,mosip.kernel.vid.length,mosip.kernel.rid.length,mosip.resident.eid.length,mosip.kernel.otp.default-length,resident.message.allowed.special.char.regex,resident.purpose.allowed.special.char.regex,resident.id.allowed.special.char.regex,resident.version.new,mosip.resident.identity.auth.internal.id,resident.validation.event-id.regex,resident.document.validation.transaction-id.regex,resident.document.validation.document-id.regex,resident.validation.is-numeric.regex,resident.otp.validation.transaction-id.regex,,mosip.resident.captcha.enable,resident.download.reg.centers.list.id,resident.download.nearest.reg.centers.id,resident.download.supporting.documents.id,resident.send.card.id,resident.pinned.eventid.id,resident.unpinned.eventid.id,resident.auth.proxy.partners.id,resident.events.eventid.id,resident.notification.id,resident.profile.id,resident.notification.click.id,mosip.credential.store.id,resident.vids.id,mosip.resident.zoom,mosip.resident.maxZoom,mosip.resident.minZoom,resident.update-uin.machine-zone-code"
resident-default.properties,resident-default.properties,PACKETSIGNPUBLICKEY,${mosip.kernel.keymanager.url}/v1/keymanager/tpmsigning/publickey,${KEYMANAGER}/tpmsigning/publickey
resident-default.properties,resident-default.properties,resident.validation.event-id.regex,^[0-9]{16}$,^[0-9]{${mosip.resident.eid.length}}$
resident-default.properties,resident-default.properties,IDREPOSITORY,${mosip.idrepo.identity.url}/idrepository/v1/identity/,${IDREPO_IDENTITY}/
resident-default.properties,resident-default.properties,mosip.resident.database.hostname,postgres-postgresql.postgres,${mosip.database.hostname.override:postgres-postgresql.postgres}
resident-default.properties,resident-default.properties,PDFSIGN,${mosip.kernel.keymanager.url}/v1/keymanager/pdf/sign,${KEYMANAGER}/pdf/sign
resident-default.properties,resident-default.properties,resident.data.mask.function,convertToMaskDataFormat,convertToMaskData
resident-default.properties,resident-default.properties,mosip.iam.module.redirecturi,${mosip.api.public.url}/resident/v1/login-redirect/,${mosip.api.internal.url}/resident/v1/login-redirect/
resident-default.properties,resident-default.properties,mosip.resident.phone.token.claim-phone,phone,phone_number
resident-default.properties,resident-default.properties,ENCRYPTURL,${mosip.kernel.keymanager.url}/v1/keymanager/encrypt,${KEYMANAGER}/encrypt
resident-default.properties,resident-default.properties,IDREPO_IDENTITY_URL,${mosip.idrepo.identity.url}/idrepository/v1/identity/idvid/{id},${IDREPO_IDENTITY}/idvid/{id}
resident-default.properties,resident-default.properties,IDREPOGETIDBYRID,${mosip.idrepo.identity.url}/idrepository/v1/identity/idvid,${IDREPO_IDENTITY}/idvid
resident-default.properties,resident-default.properties,mosip.resident.database.port,5432,${mosip.database.port.override:5432}
resident-default.properties,resident-default.properties,INTERNALAUTH,${mosip.ida.internal.url}/idauthentication/v1/internal/auth,${IDA_INTERNAL}/auth
resident-default.properties,resident-default.properties,mosip.service-context,/resident/v1,${server.servlet.context-path}
resident-default.properties,resident-default.properties,RESIDENT_REQ_CREDENTIAL_URL,${mosip.resident.url}/resident/v1/req/credential/status/,${RESIDENT_SERVICE}/req/credential/status/
resident-default.properties,resident-default.properties,PARTNER_API_URL,${mosip.pms.partnermanager.url}/v1/partnermanager/partners,${PMS_PARTNER_MANAGER}/partners
resident-default.properties,resident-default.properties,mosip.resident.update.service.status.job.enabled,true,false
resident-default.properties,resident-default.properties,AUTHTYPESTATUSUPDATE,${mosip.idrepo.identity.url}/idrepository/v1/identity/authtypes/status,${IDREPO_IDENTITY}/authtypes/status
resident-default.properties,resident-default.properties,mosip.resident.captcha.enable,true,false
resident-default.properties,resident-default.properties,INTERNALAUTHTRANSACTIONS,${mosip.ida.internal.url}/idauthentication/v1/internal/authTransactions,${IDA_INTERNAL}/authTransactions
resident-default.properties,resident-default.properties,mosip.iam.base.url,https://${mosip.api.public.host}/v1/esignet,https://${mosip.esignet.host}/v1/esignet
resident-default.properties,resident-default.properties,IDAUTHREVOKEVID,${mosip.idrepo.vid.url}/idrepository/v1/vid,${IDREPO_VID}
resident-default.properties,resident-default.properties,mosip.resident.update.service.status.job.interval.millisecs,60000,600000
resident-default.properties,resident-default.properties,resident.message.allowed.special.char.regex,"^[A-Za-z0-9 .,-]+$","^[\\r\\nA-Za-z0-9 .,'-]+$"
resident-default.properties,resident-default.properties,resident-data-format-mvel-file-name,identity-data-formatter.mvel,credentialdata.mvel
resident-default.properties,resident-default.properties,KERNELENCRYPTIONSERVICE,${mosip.ida.internal.url}/idauthentication/v1/internal/getCertificate,${IDA_INTERNAL}/getCertificate
resident-default.properties,resident-default.properties,mosip.resident.grievance.url,https://${mosip.api.public.host}/resident/v1/mock/external/grievance/redressel?name={name}&emailId={email}&phoneNo={phone}&eventId={eventId},${mosip.api.public.url}${mosip.service-context}/mock/external/grievance/redressel?name={name}&emailId={email}&phoneNo={phone}&eventId={eventId}
resident-default.properties,resident-default.properties,mosip.resident.request.credential.encryption.key,abc123,${mosip.resident.request.credential.encryption.key}
resident-default.properties,resident-default.properties,RETRIEVE_VIDS,${mosip.idrepo.vid.url}/idrepository/v1/vid/uin/,${IDREPO_VID}/uin/
resident-default.properties,resident-default.properties,mosip.service.end-points,"/**/req/otp,/**/proxy/**/*,/**/validate-otp,/**/channel/verification-status,/**/req/credential/**,/**/req/card/*,/**/req/auth-history,/**/rid/check-status,/**/req/auth-lock,/**/req/auth-unlock,/**/req/update-uin,/**/req/print-uin,/**/req/euin,/**/credential/types,/**/req/policy/**,/**/aid/status,/**/individualId/otp,/**/mock/**,/**/callback/**,/**/download-card,/**/download/registration-centers-list/**,/**/download/supporting-documents/**,/**/vid/policy,/**/vid,/vid/**,/**/download/nearestRegistrationcenters/**,/**/authorize/admin/validateToken,/**/logout/user,/**/aid-stage/**","/**/req/otp,/**/proxy/**,/**/validate-otp,/**/channel/verification-status/**,/**/req/credential/**,/**/req/card/*,/**/req/auth-history,/**/rid/check-status,/**/req/auth-lock,/**/req/auth-unlock,/**/req/update-uin,/**/req/print-uin,/**/req/euin,/**/credential/types,/**/req/policy/**,/**/aid/status,/**/individualId/otp,/**/mock/**,/**/callback/**,/**/download-card,/**/download/registration-centers-list/**,/**/download/supporting-documents/**,/**/vid/policy,/**/vid,/vid/**,/**/download/nearestRegistrationcenters/**,/**/authorize/admin/validateToken,/**/logout/user,/**/aid-stage/**"
resident-default.properties,resident-default.properties,mosip.resident.request.credential.credentialType,euin,vercred
syncdata-default.properties,syncdata-default.properties,mosip.kernel.database.hostname,postgres-postgresql.postgres,${mosip.database.hostname.override:postgres-postgresql.postgres}
syncdata-default.properties,syncdata-default.properties,syncdata.websub.callback.url.ca-cert,${mosip.kernel.syncdata.url}/${server.servlet.context-path}/websub/callback/cacert,${mosip.kernel.syncdata.url}/v1/syncdata/websub/callback/cacert
syncdata-default.properties,syncdata-default.properties,mosip.kernel.database.port,5432,${mosip.database.port.override:5432}
syncdata-default.properties,syncdata-default.properties,hibernate.dialect,org.hibernate.dialect.PostgreSQL95Dialect,org.hibernate.dialect.PostgreSQLDialect
syncdata-default.properties,syncdata-default.properties,mosip.role.admin.syncdata.getgetcertificate,"REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_ADMIN,default","REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_ADMIN,default,KEY_MAKER"
